timestamp,open,high,low,close,volume
1483426800000,4895.669,4896.37,4895.369,4896.07,0.0052
1483427100000,4896.17,4897.17,4895.969,4896.07,0.0038
1483427400000,4896.369,4897.669,4895.87,4897.669,0.0042
1483427700000,4897.57,4897.57,4896.569,4897.47,0.0035
1483428000000,4897.37,4897.669,4896.969,4897.369,0.0036
1483428300000,4897.07,4897.37,4896.97,4897.069,0.0027
1483428600000,4896.969,4899.37,4896.969,4897.569,0.0071
1483428900000,4897.67,4898.27,4896.869,4897.569,0.0051
1483429200000,4897.469,4897.77,4896.769,4897.569,0.0039
1483429500000,4897.769,4898.87,4897.469,4898.57,0.0034
1483429800000,4898.37,4898.47,4896.969,4897.97,0.007
1483430100000,4897.769,4897.77,4896.57,4896.969,0.0051
1483430400000,4896.869,4897.77,4895.37,4896.869,0.0179
1483430700000,4896.97,4898.569,4895.87,4898.47,0.0095
1483431000000,4898.369,4899.57,4898.369,4899.369,0.0105
1483431300000,4899.169,4902.369,4898.969,4901.969,0.0121
1483431600000,4902.369,4906.57,4902.369,4905.47,0.0152
1483431900000,4905.37,4905.769,4904.269,4904.77,0.0084
1483432200000,4904.869,4904.97,4901.77,4903.37,0.0116
1483432500000,4903.47,4903.669,4901.97,4903.37,0.0073
1483432800000,4903.57,4903.869,4901.669,4902.47,0.0097
1483433100000,4902.37,4902.869,4901.67,4902.17,0.0044
1483433400000,4902.069,4902.67,4901.169,4902.67,0.0062
1483433700000,4902.87,4905.87,4902.87,4905.47,0.0116
1483434000000,4905.37,4905.769,4902.069,4903.369,0.0139
1483434300000,4903.269,4903.569,4902.67,4902.869,0.0053
1483434600000,4902.57,4902.769,4900.57,4900.969,0.0057
1483434900000,4901.07,4902.269,4900.37,4900.869,0.0077
1483435200000,4900.969,4900.969,4896.57,4896.57,0.0077
1483435500000,4896.469,4897.069,4895.069,4895.77,0.0087
1483435800000,4895.569,4898.47,4894.369,4895.669,0.0143
1483436100000,4895.57,4897.569,4893.769,4897.47,0.0179
1483436400000,4897.369,4897.77,4895.969,4897.57,0.0083
1483436700000,4897.27,4897.469,4895.769,4895.769,0.0061
1483437000000,4895.57,4896.969,4895.57,4896.17,0.0045
1483437300000,4896.07,4896.67,4895.569,4896.47,0.0062
1483437600000,4896.37,4898.67,4896.37,4897.47,0.0078
1483437900000,4897.669,4898.57,4897.669,4898.369,0.004
1483438200000,4898.469,4898.569,4897.97,4898.569,0.0018
1483438500000,4898.67,4898.87,4897.469,4897.569,0.0031
1483438800000,4897.669,4897.67,4896.37,4897.17,0.0051
1483439100000,4897.07,4897.37,4896.669,4896.97,0.0031
1483439400000,4896.57,4896.67,4895.969,4896.069,0.0027
1483439700000,4895.97,4896.569,4895.97,4896.469,0.0022
1483440000000,4896.169,4897.57,4896.169,4897.369,0.0025
1483440300000,4897.469,4897.569,4896.869,4897.07,0.0021
1483440600000,4896.87,4896.87,4896.069,4896.569,0.0021
1483440900000,4896.37,4897.17,4896.37,4896.87,0.0022
1483441200000,4896.669,4897.369,4896.47,4897.169,0.0036
1483441500000,4897.37,4897.47,4897.17,4897.17,0.0007
1483441800000,4897.37,4900.97,4897.37,4900.97,0.0026
1483442100000,4901.47,4903.669,4901.17,4901.669,0.0066
1483442400000,4901.87,4902.07,4900.57,4902.069,0.004
1483442700000,4902.169,4903.17,4902.069,4902.969,0.0062
1483443000000,4902.869,4905.292,4902.569,4903.87,0.0067
1483443300000,4903.969,4903.97,4901.77,4903.569,0.0057
1483443600000,4903.869,4904.97,4903.37,4904.47,0.0087
1483443900000,4904.369,4904.77,4904.269,4904.37,0.003
1483444200000,4904.469,4904.47,4903.569,4903.969,0.0027
1483444500000,4903.87,4903.87,4902.77,4902.77,0.0032
1483444800000,4902.87,4908.269,4902.769,4907.87,0.0084
1483445100000,4907.77,4907.77,4905.07,4905.57,0.0061
1483445400000,4905.769,4906.37,4905.569,4905.769,0.0031
1483445700000,4905.569,4906.569,4905.569,4906.569,0.0043
1483446000000,4906.769,4906.769,4904.87,4906.37,0.0044
1483446300000,4906.27,4906.27,4904.369,4905.069,0.0042
1483446600000,4904.969,4904.969,4903.37,4904.37,0.0044
1483446900000,4904.169,4904.37,4903.269,4903.57,0.0044
1483447200000,4903.77,4903.869,4902.269,4903.269,0.0055
1483447500000,4903.369,4903.57,4902.869,4903.469,0.002
1483447800000,4903.769,4904.47,4902.969,4903.069,0.0051
1483448100000,4903.07,4905.27,4903.07,4905.07,0.0048
1483448400000,4904.969,4904.969,4903.57,4904.369,0.0056
1483448700000,4904.469,4904.969,4903.97,4904.369,0.0042
1483449000000,4904.469,4905.069,4904.269,4904.269,0.0025
1483449300000,4904.07,4904.07,4902.069,4902.969,0.004
1483449600000,4902.87,4903.069,4901.769,4901.87,0.0052
1483449900000,4901.969,4902.27,4901.569,4901.77,0.0042
1483450200000,4901.87,4901.97,4899.569,4899.87,0.0047
1483450500000,4899.569,4900.07,4899.27,4899.769,0.0039
1483450800000,4899.869,4899.969,4899.27,4899.47,0.0023
1483451100000,4899.369,4900.369,4898.97,4900.369,0.0038
1483451400000,4900.569,4902.269,4900.469,4902.269,0.0075
1483451700000,4902.47,4903.269,4902.469,4902.769,0.0048
1483452000000,4902.869,4903.47,4902.469,4902.87,0.0048
