timestamp,open,high,low,close,volume
1704150000000,16829.339,16834.309,16825.809,16828.209,0.2603
1704150300000,16827.979,16835.829,16827.979,16835.359,0.1858
1704150600000,16835.709,16838.769,16833.849,16837.729,0.1601
1704150900000,16837.699,16842.189,16837.409,16840.909,0.101
1704151200000,16840.779,16844.649,16838.859,16844.139,0.1035
1704151500000,16844.309,16848.909,16844.139,16845.179,0.118
1704151800000,16844.879,16847.419,16843.619,16844.389,0.1127
1704152100000,16843.859,16844.899,16841.939,16844.359,0.104
1704152400000,16844.269,16844.969,16839.499,16839.659,0.0873
1704152700000,16839.409,16841.389,16838.989,16840.899,0.1044
1704153000000,16841.009,16842.889,16839.609,16842.119,0.0716
1704153300000,16842.299,16842.599,16841.219,16841.629,0.0428
1704153600000,16841.909,16842.389,16839.609,16841.329,0.0756
1704153900000,16841.239,16841.699,16839.389,16841.309,0.0716
1704154200000,16841.209,16841.389,16838.629,16839.399,0.0553
1704154500000,16839.269,16840.509,16837.129,16837.349,0.0662
1704154800000,16837.699,16837.999,16835.789,16837.229,0.0731
1704155100000,16837.159,16837.289,16830.619,16831.909,0.0949
1704155400000,16831.739,16834.469,16830.419,16834.469,0.0762
1704155700000,16834.659,16839.299,16834.439,16839.189,0.0861
1704156000000,16838.949,16839.389,16835.609,16837.999,0.0555
1704156300000,16838.159,16838.779,16836.489,16838.159,0.0801
1704156600000,16838.309,16839.209,16837.849,16837.919,0.0623
1704156900000,16838.189,16839.399,16837.469,16838.879,0.0751
1704157200000,16838.827,16848.899,16838.329,16847.209,0.1503
1704157500000,16847.389,16850.489,16844.189,16844.479,0.1595
1704157800000,16844.279,16845.289,16840.829,16841.589,0.1409
1704158100000,16841.119,16847.689,16841.009,16847.439,0.1553
1704158400000,16847.339,16848.199,16843.409,16845.399,0.1076
1704158700000,16845.689,16845.719,16839.119,16841.169,0.1202
1704159000000,16840.969,16843.589,16838.329,16838.459,0.1701
1704159300000,16838.329,16838.329,16830.959,16831.959,0.1865
1704159600000,16831.849,16831.899,16822.919,16826.679,0.1553
1704159900000,16826.719,16834.209,16825.649,16826.159,0.1811
1704160200000,16826.519,16830.209,16825.689,16828.959,0.1134
1704160500000,16829.389,16830.209,16825.979,16826.229,0.1184
